Date,tempHigh,tempAvg,tempLow,humidityHigh,humidityAvg,humidityLow,SLPhigh,SLPavg,SLPlow,visibilityHigh,visibilityAvg,visibilityLow,windHigh,windAvg,sum,Event
25-05-2016,32,26,18,94,69,23,1015,1013,1010,16,13,1,56,16,25.91,"Fog , Rain , Thunderstorm"
26-05-2016,29,24,18,87,65,37,1013,1011,1008,16,16,13,26,15,T,
27-05-2016,29,25,21,87,73,49,1013,1011,1009,16,15,3,48,18,3.56,"Rain , Thunderstorm"
28-05-2016,28,25,21,81,64,48,1014,1012,1010,16,16,16,37,23,T,
29-05-2016,27,23,18,84,56,36,1015,1014,1013,16,16,16,37,18,T,
30-05-2016,31,24,18,73,51,29,1016,1015,1013,16,16,16,27,12,0,
31-05-2016,29,24,18,90,67,36,1016,1015,1013,16,13,2,63,14,24.64,"Rain , Thunderstorm"
01-06-2016,27,23,18,90,73,45,1015,1013,1012,16,12,3,26,10,7.62,Rain
02-06-2016,27,22,17,78,51,26,1017,1015,1014,16,16,16,27,13,0,
03-06-2016,29,23,17,67,47,26,1018,1016,1014,16,16,16,21,9,0,
04-06-2016,24,22,19,84,68,43,1013,1009,1004,16,15,11,26,14,0.51,Rain
05-06-2016,27,22,17,84,61,27,1006,1004,1003,16,16,10,45,19,4.83,Rain
06-06-2016,29,23,17,87,50,18,1006,1004,1002,16,16,16,45,20,0,
07-06-2016,20,17,13,72,62,47,1013,1010,1006,16,16,16,29,15,0,
08-06-2016,21,17,12,83,59,34,1016,1015,1012,16,16,16,26,13,0,
09-06-2016,23,19,14,81,66,41,1016,1015,1013,16,16,16,24,12,1.52,Rain
10-06-2016,34,27,18,87,57,23,1015,1013,1010,16,16,14,37,17,T,"Rain , Thunderstorm"
11-06-2016,34,29,24,65,49,31,1014,1012,1010,16,16,16,29,16,0,
12-06-2016,27,22,16,67,40,18,1022,1019,1014,16,16,16,37,21,0,
13-06-2016,31,23,16,65,43,26,1019,1014,1011,16,16,16,29,9,T,
14-06-2016,31,26,21,72,58,45,1012,1009,1007,16,16,16,29,15,T,"Rain , Thunderstorm"
15-06-2016,33,27,21,93,66,38,1009,1006,1004,16,15,3,37,17,2.54,"Rain , Thunderstorm"
16-06-2016,27,23,18,75,66,53,1014,1010,1005,16,16,14,32,19,0,
17-06-2016,30,24,17,78,49,20,1020,1017,1014,16,16,16,29,15,0,
18-06-2016,31,24,18,67,42,19,1023,1022,1019,16,16,16,24,10,0,
19-06-2016,33,27,21,55,43,21,1023,1021,1017,16,16,16,27,13,0,
20-06-2016,33,28,23,67,54,31,1018,1016,1013,16,16,14,39,21,0,Rain
21-06-2016,29,24,19,60,39,19,1016,1014,1011,16,16,16,34,14,0,
22-06-2016,25,23,20,90,76,45,1014,1010,1006,16,15,1,52,14,17.53,"Fog , Rain , Thunderstorm"
23-06-2016,27,23,19,93,78,56,1014,1011,1007,16,12,2,24,12,0,
24-06-2016,28,24,19,79,56,35,1018,1017,1015,16,16,16,26,13,0,
25-06-2016,33,27,22,70,54,34,1019,1016,1014,16,16,16,34,15,0,
26-06-2016,32,28,24,87,59,31,1016,1014,1013,16,16,6,27,14,5.08,"Rain , Thunderstorm"
27-06-2016,33,27,21,71,49,22,1017,1015,1014,16,16,16,39,17,0,
28-06-2016,23,19,16,73,56,21,1021,1020,1017,16,16,16,32,18,0,
29-06-2016,26,20,14,78,47,24,1021,1019,1017,16,16,16,26,13,0,
30-06-2016,26,22,18,63,45,29,1017,1014,1012,16,16,16,27,15,0,
01-07-2016,23,21,18,81,58,27,1021,1017,1011,16,16,16,32,18,0,
02-07-2016,25,20,15,67,46,24,1022,1020,1019,16,16,16,24,8,0,
03-07-2016,26,21,17,63,54,35,1019,1017,1014,16,16,16,27,13,0,
04-07-2016,27,23,19,79,68,49,1014,1011,1009,16,15,11,23,10,0,
05-07-2016,31,26,21,87,63,35,1012,1011,1009,16,15,10,24,12,0,
06-07-2016,32,26,20,90,74,38,1013,1010,1007,16,13,2,32,14,35.56,"Rain , Thunderstorm"
07-07-2016,29,26,22,87,74,54,1010,1008,1007,16,16,13,21,9,1.02,Rain
08-07-2016,31,26,21,96,70,27,1011,1009,1008,16,10,0,40,17,0,Fog
09-07-2016,26,23,19,79,57,41,1017,1015,1011,16,16,16,29,17,0,
10-07-2016,29,23,18,78,54,32,1018,1016,1013,16,16,16,23,9,0,
11-07-2016,33,28,23,71,58,35,1014,1013,1011,16,16,16,34,19,0,
12-07-2016,32,28,24,82,63,38,1011,1010,1008,16,16,14,34,21,0,
13-07-2016,31,26,21,87,74,57,1013,1010,1005,16,15,2,48,16,0,"Rain , Thunderstorm"
14-07-2016,31,26,21,90,61,33,1012,1010,1009,16,15,11,42,20,0,
15-07-2016,25,22,18,81,66,45,1018,1015,1012,16,16,16,27,15,0.25,Rain
16-07-2016,25,21,17,80,58,36,1021,1019,1018,16,16,16,23,11,0,
17-07-2016,30,25,19,87,68,44,1018,1016,1013,16,15,2,40,19,19.56,"Rain , Thunderstorm"
18-07-2016,31,26,21,90,68,38,1021,1019,1016,16,16,3,23,8,0.25,"Rain , Thunderstorm"
19-07-2016,31,26,21,81,58,38,1023,1022,1021,16,16,16,23,9,0,
20-07-2016,32,28,23,79,64,50,1022,1020,1018,16,16,16,24,11,0,
21-07-2016,32,28,24,91,75,59,1019,1016,1013,16,14,1,53,16,18.54,"Rain , Thunderstorm"
22-07-2016,33,28,23,91,70,48,1016,1014,1013,16,16,14,34,12,0.25,Rain
23-07-2016,33,28,22,94,73,45,1017,1014,1012,16,15,2,50,10,33.02,"Rain , Thunderstorm"
24-07-2016,34,29,23,90,75,54,1015,1011,1009,16,16,6,47,20,5.08,"Rain , Thunderstorm"
25-07-2016,31,27,23,82,57,38,1016,1014,1013,16,16,16,26,13,0,
26-07-2016,31,27,23,74,53,36,1017,1016,1014,16,16,14,23,8,0,
27-07-2016,32,27,22,78,54,33,1016,1014,1012,16,16,14,24,8,0,
28-07-2016,29,26,22,87,74,57,1013,1011,1010,16,14,10,37,8,3.81,"Rain , Thunderstorm"
29-07-2016,28,24,21,93,79,56,1014,1012,1012,16,13,5,26,12,8.38,"Rain , Thunderstorm"
30-07-2016,26,24,22,84,73,56,1015,1014,1012,16,16,16,27,17,T,
31-07-2016,28,24,19,87,71,49,1017,1016,1014,16,16,16,23,11,0,
01-08-2016,28,25,21,84,67,47,1018,1017,1016,16,16,16,23,11,0,
02-08-2016,31,27,23,82,61,42,1018,1017,1016,16,16,16,24,9,0,
03-08-2016,32,28,23,74,57,38,1017,1016,1014,16,16,16,23,8,0,
04-08-2016,33,29,24,74,55,32,1015,1013,1010,16,16,14,34,12,0,
05-08-2016,31,27,23,79,68,41,1013,1011,1008,16,16,16,24,12,T,Rain
06-08-2016,28,24,19,71,56,30,1015,1014,1013,16,16,16,23,11,0,
07-08-2016,29,24,19,76,56,27,1017,1016,1015,16,16,16,26,12,0,
08-08-2016,29,27,23,71,55,34,1017,1016,1014,16,16,16,27,16,0,
09-08-2016,32,27,22,64,49,29,1016,1015,1013,16,16,16,21,8,0,Tornado
10-08-2016,33,28,23,73,55,35,1018,1016,1015,16,16,16,24,9,0,
11-08-2016,34,30,25,82,62,45,1016,1012,1010,16,16,14,40,18,0,
12-08-2016,29,27,24,94,84,68,1011,1009,1007,16,11,1,34,9,56.13,"Fog , Rain , Thunderstorm"
13-08-2016,29,27,24,94,78,49,1013,1008,1006,16,13,2,29,14,1.02,Rain
14-08-2016,29,25,21,87,62,39,1018,1015,1013,16,16,16,23,9,0,
15-08-2016,26,24,22,91,82,67,1018,1015,1012,16,14,3,29,13,6.35,Rain
16-08-2016,29,26,22,93,75,47,1018,1015,1012,16,14,2,21,12,1.02,Rain
17-08-2016,31,27,22,84,63,40,1018,1017,1015,16,16,16,27,11,T,
18-08-2016,30,26,22,97,78,60,1018,1016,1012,16,13,1,26,13,36.07,"Fog , Rain , Thunderstorm"
19-08-2016,29,26,22,82,68,38,1015,1012,1009,16,16,16,42,13,T,"Rain , Thunderstorm"
20-08-2016,28,23,19,91,79,53,1009,1004,1001,16,14,2,42,19,25.65,"Rain , Thunderstorm"
21-08-2016,25,21,16,83,60,29,1018,1012,1007,16,16,16,32,14,0,
22-08-2016,26,21,15,78,55,30,1022,1021,1019,16,16,16,23,8,0,
23-08-2016,28,23,18,75,58,35,1023,1021,1017,16,16,16,29,17,0,
24-08-2016,29,26,22,91,75,54,1018,1015,1012,16,15,5,32,18,7.62,Rain
25-08-2016,29,26,22,90,75,41,1018,1015,1013,16,16,11,21,12,1.52,"Rain , Thunderstorm"
26-08-2016,27,24,20,81,66,48,1021,1019,1018,16,16,14,24,11,0.76,Rain
27-08-2016,30,26,21,94,79,50,1019,1017,1015,16,11,2,24,12,22.61,"Rain , Thunderstorm"
28-08-2016,28,26,23,87,75,58,1023,1021,1018,16,16,14,23,11,0,
29-08-2016,32,28,23,85,72,50,1023,1022,1020,16,16,14,23,10,T,"Rain , Thunderstorm"
30-08-2016,29,27,23,94,76,52,1021,1019,1016,16,12,4,29,8,4.32,"Rain , Thunderstorm"
31-08-2016,26,23,21,87,64,39,1018,1017,1015,16,16,16,35,20,0,
01-09-2016,23,21,18,76,64,43,1023,1021,1019,16,16,16,40,19,T,Rain
02-09-2016,24,21,18,75,59,41,1025,1023,1022,16,16,16,27,17,0,
03-09-2016,25,21,16,75,60,39,1024,1022,1021,16,16,16,23,11,0,
04-09-2016,27,22,17,79,57,34,1022,1021,1019,16,16,16,24,12,0,
05-09-2016,32,26,19,71,62,42,1019,1017,1015,16,16,16,32,16,0,
06-09-2016,34,29,24,85,66,43,1017,1016,1014,16,16,16,32,18,T,
07-09-2016,34,29,24,82,65,34,1015,1013,1011,16,16,16,37,19,0.25,"Rain , Thunderstorm"
08-09-2016,28,25,22,100,81,62,1013,1011,1009,16,14,6,27,14,5.33,Rain
09-09-2016,27,24,21,84,72,62,1014,1012,1009,16,16,16,27,7,0.51,Rain
10-09-2016,24,21,17,90,72,37,1019,1012,1008,16,16,8,35,16,0.76,Rain
11-09-2016,24,19,13,87,55,26,1023,1021,1019,16,16,16,21,9,0,
12-09-2016,27,22,16,70,51,27,1020,1018,1016,16,16,16,32,15,0,
13-09-2016,31,24,18,84,61,43,1020,1017,1016,16,16,16,29,15,T,Rain
14-09-2016,24,22,19,87,66,34,1024,1022,1020,16,16,4,26,16,0.25,Rain
15-09-2016,26,22,18,78,61,46,1024,1022,1018,16,16,16,26,14,0,
16-09-2016,29,24,19,79,64,49,1018,1014,1011,16,16,16,35,18,0.76,Rain
17-09-2016,28,24,20,90,68,35,1014,1012,1011,16,16,11,29,13,0.76,Rain
18-09-2016,28,23,17,78,58,21,1015,1014,1013,16,16,16,16,7,0,
19-09-2016,32,24,17,76,46,17,1017,1015,1014,16,16,16,32,15,0,
20-09-2016,29,26,22,81,52,16,1021,1020,1017,16,16,16,26,14,0,
21-09-2016,25,23,20,87,72,60,1024,1020,1016,16,16,11,42,12,6.1,"Rain , Thunderstorm"
22-09-2016,29,25,20,81,62,36,1018,1016,1014,16,16,16,16,7,T,
23-09-2016,24,23,21,87,78,66,1020,1018,1015,16,13,6,27,16,0,
24-09-2016,24,22,19,81,74,60,1022,1020,1019,16,16,14,24,16,0,
25-09-2016,30,24,18,76,64,51,1019,1015,1011,16,16,16,40,16,0.25,Thunderstorm
26-09-2016,22,18,14,78,43,14,1015,1014,1013,16,16,16,42,22,0.51,Rain
27-09-2016,22,17,12,65,38,13,1012,1009,1007,16,16,16,42,21,0,
28-09-2016,17,14,11,87,77,60,1018,1013,1007,16,14,3,39,19,6.1,"Rain , Thunderstorm"
29-09-2016,20,18,16,90,79,65,1023,1021,1017,16,13,2,42,27,3.05,Rain
30-09-2016,19,18,16,90,84,71,1021,1020,1017,16,11,2,34,22,5.59,Rain
01-10-2016,18,17,15,93,87,75,1017,1016,1014,16,14,2,21,10,32.77,Rain
02-10-2016,19,17,14,96,83,65,1019,1017,1015,16,13,1,19,11,T,
03-10-2016,19,18,16,87,75,53,1020,1018,1017,16,16,13,14,7,0,
04-10-2016,24,21,17,84,66,41,1018,1016,1014,16,16,16,26,14,0,
05-10-2016,28,23,18,73,58,33,1017,1014,1012,16,16,16,34,15,0,
06-10-2016,24,21,16,96,84,70,1020,1017,1015,16,13,3,32,9,19.3,"Rain , Thunderstorm"
07-10-2016,22,16,9,79,63,40,1023,1018,1014,16,16,16,34,17,0,
08-10-2016,19,13,7,74,56,30,1026,1025,1023,16,16,16,24,9,0,
09-10-2016,17,14,10,80,62,41,1028,1027,1025,16,16,16,27,13,0,
10-10-2016,23,17,10,71,55,30,1028,1026,1023,16,16,16,16,11,0,
11-10-2016,24,20,16,69,52,27,1023,1020,1016,16,16,16,34,15,T,Rain
12-10-2016,20,14,8,90,79,54,1022,1015,1012,16,13,2,35,20,11.94,"Rain , Thunderstorm"
13-10-2016,14,10,5,79,61,27,1028,1025,1022,16,16,16,26,8,0,
14-10-2016,20,13,6,80,58,29,1026,1023,1019,16,16,16,27,12,0,
15-10-2016,22,17,12,93,78,60,1019,1015,1013,16,14,4,37,20,0,
16-10-2016,22,21,18,93,83,69,1013,1011,1009,16,13,2,27,14,13.72,"Rain , Thunderstorm"
17-10-2016,29,25,21,84,67,39,1009,1003,998,16,16,16,53,28,0,
18-10-2016,26,20,14,78,64,36,1014,1005,999,16,16,14,42,18,0,
19-10-2016,22,17,12,77,55,36,1020,1018,1014,16,16,16,21,8,T,
20-10-2016,16,12,8,87,72,45,1022,1020,1018,16,16,16,37,23,0,
21-10-2016,13,9,4,68,54,32,1022,1021,1021,16,16,16,32,18,0,
22-10-2016,16,10,3,68,55,32,1021,1019,1015,16,16,16,27,12,0,
23-10-2016,23,16,8,83,60,31,1020,1014,1010,16,16,16,40,17,0,
24-10-2016,14,10,6,76,62,41,1030,1027,1021,16,16,16,26,12,0,
25-10-2016,12,9,6,82,63,38,1032,1030,1028,16,16,16,26,12,0.51,Rain
26-10-2016,11,9,8,94,84,56,1028,1019,1014,16,7,2,39,17,21.34,Rain
27-10-2016,11,9,7,94,75,50,1025,1022,1015,16,14,2,32,13,0,
28-10-2016,19,13,6,86,74,56,1025,1020,1013,16,16,13,35,19,0,
29-10-2016,23,19,14,83,72,55,1016,1013,1011,16,16,11,32,16,0,
30-10-2016,14,11,7,86,73,56,1024,1020,1014,16,15,6,34,18,7.62,"Rain , Thunderstorm"
31-10-2016,14,11,7,82,70,52,1023,1018,1011,16,16,16,23,11,0,
01-11-2016,25,21,17,78,64,41,1016,1012,1010,16,16,16,29,14,0,
02-11-2016,19,17,14,93,83,62,1020,1019,1016,16,8,2,24,9,7.62,"Rain , Thunderstorm"
03-11-2016,19,15,11,93,76,47,1027,1023,1020,16,11,2,26,9,0,
04-11-2016,17,13,8,83,63,31,1031,1029,1028,16,16,16,13,6,0,
05-11-2016,21,14,8,82,65,37,1029,1027,1025,16,16,16,24,12,0,
06-11-2016,21,15,9,83,62,32,1029,1027,1026,16,16,14,14,6,0,
07-11-2016,19,14,9,77,57,28,1027,1025,1023,16,16,16,21,9,0,
08-11-2016,18,14,11,83,63,40,1026,1023,1020,16,16,11,39,18,0.51,
09-11-2016,14,11,6,74,54,25,1028,1026,1024,16,16,16,34,12,0,
10-11-2016,18,12,6,63,49,23,1023,1018,1014,16,16,16,42,23,0,
11-11-2016,12,9,7,66,56,40,1031,1026,1017,16,16,16,45,23,T,
12-11-2016,11,7,2,73,57,34,1032,1029,1025,16,16,16,24,11,0,
13-11-2016,14,8,3,73,52,24,1025,1021,1016,16,16,16,34,18,0,
14-11-2016,16,11,5,80,62,42,1016,1013,1011,16,16,14,24,12,0,
15-11-2016,13,8,4,93,82,60,1013,1012,1011,14,8,0,14,6,0,Fog
16-11-2016,16,11,5,89,76,60,1014,1013,1011,16,13,10,16,7,0,
17-11-2016,23,17,9,74,56,32,1013,1009,1006,16,15,10,35,21,0,
18-11-2016,19,12,4,81,61,43,1013,1009,1006,16,16,8,52,29,3.05,"Rain , Thunderstorm"
19-11-2016,4,2,-2,67,54,33,1027,1020,1013,16,16,16,52,28,T,Snow
20-11-2016,2,-1,-4,63,52,30,1029,1028,1027,16,16,16,27,14,0,
21-11-2016,6,1,-4,71,56,29,1028,1027,1027,16,16,16,14,7,0,
22-11-2016,5,2,-1,75,63,48,1029,1026,1022,16,16,16,24,12,0.25,Rain
23-11-2016,8,6,3,93,86,67,1022,1016,1013,16,5,2,26,15,5.08,Rain
24-11-2016,7,5,3,82,77,67,1026,1022,1015,16,14,10,26,14,T,
25-11-2016,6,3,1,79,74,60,1028,1027,1025,16,15,10,26,13,T,Rain
26-11-2016,9,5,1,82,72,56,1029,1026,1021,16,16,14,24,13,0,
27-11-2016,8,5,2,89,81,58,1021,1016,1007,16,9,2,35,16,1.27,Rain
28-11-2016,12,9,6,100,87,69,1006,995,988,16,11,3,40,26,24.38,Rain
29-11-2016,14,11,7,86,72,44,1002,999,992,16,16,13,35,19,0,
30-11-2016,8,6,2,89,69,57,1006,1004,1002,16,16,11,34,19,T,
01-12-2016,6,4,3,79,73,57,1017,1012,1006,16,16,13,35,21,T,Snow
02-12-2016,5,3,2,86,69,47,1028,1022,1016,16,16,2,24,14,0.51,Rain
03-12-2016,2,1,-1,73,62,46,1029,1028,1027,16,16,16,23,10,0,
04-12-2016,2,1,-1,92,81,59,1025,1017,1012,16,7,0,24,8,11.43,"Fog , Snow"
05-12-2016,2,1,1,89,85,75,1019,1017,1014,16,10,5,32,15,0,
06-12-2016,4,1,-2,92,79,52,1016,1011,1007,16,9,2,39,15,0,
07-12-2016,-1,-3,-4,66,63,51,1023,1021,1017,16,16,16,40,24,T,Snow
08-12-2016,-4,-6,-8,72,63,50,1032,1028,1023,16,15,10,40,25,T,Snow
09-12-2016,-3,-5,-7,75,65,41,1036,1034,1032,16,16,16,24,15,T,Snow
10-12-2016,-4,-5,-7,85,72,47,1036,1031,1026,16,9,2,24,13,2.29,Snow
11-12-2016,2,-1,-4,92,83,70,1026,1015,1007,16,4,1,29,15,7.62,"Fog , Snow"
12-12-2016,1,-4,-10,82,74,60,1022,1017,1009,14,12,10,34,17,T,
13-12-2016,-4,-9,-15,82,64,40,1027,1023,1019,16,12,2,24,14,T,Snow
14-12-2016,-6,-11,-16,64,54,34,1028,1025,1022,16,16,14,45,24,T,Snow
15-12-2016,-12,-14,-17,64,56,41,1034,1032,1028,16,16,16,27,17,0,
16-12-2016,-5,-8,-12,85,66,38,1030,1017,1006,16,9,2,26,13,0.51,Snow
17-12-2016,-3,-5,-7,84,77,61,1015,1008,1004,16,7,2,40,13,1.02,Snow
18-12-2016,-7,-13,-21,78,63,35,1043,1031,1014,16,12,2,40,20,T,Snow
19-12-2016,-9,-15,-21,72,59,33,1044,1040,1033,16,16,16,29,17,0,
20-12-2016,-1,-5,-9,71,55,36,1032,1025,1022,16,16,16,42,25,0,
21-12-2016,3,-1,-6,75,65,46,1023,1019,1014,16,16,14,27,14,0,
22-12-2016,4,1,-3,81,67,47,1029,1026,1018,16,16,13,24,14,0,
23-12-2016,3,1,-2,89,78,63,1028,1020,1013,16,10,2,23,13,1.27,"Rain , Snow"
24-12-2016,3,2,1,100,85,71,1030,1023,1014,16,9,2,19,8,T,Rain
25-12-2016,6,3,1,97,88,78,1031,1025,1016,11,6,1,32,19,1.02,Rain
26-12-2016,13,6,-1,100,75,34,1019,1014,1011,16,12,2,53,29,6.1,Rain
27-12-2016,0,-2,-3,78,65,48,1023,1021,1019,16,16,16,42,19,0,
28-12-2016,7,1,-4,85,65,38,1023,1014,1009,16,16,16,42,18,0,
29-12-2016,2,1,-1,73,62,41,1016,1012,1008,16,16,16,47,26,T,Snow
30-12-2016,3,-1,-4,66,54,36,1020,1015,1005,16,16,16,39,20,T,Snow
31-12-2016,6,2,-3,75,52,31,1016,1007,1002,16,16,16,37,21,0,
01-01-2017,4,-1,-6,82,63,31,1023,1021,1017,16,16,14,16,8,0,
02-01-2017,5,2,0,93,81,63,1022,1017,1012,16,8,2,16,11,0.76,Rain
03-01-2017,6,1,-6,93,86,68,1014,1010,1008,16,8,0,32,11,0.25,"Fog , Rain"
04-01-2017,-6,-9,-12,68,55,28,1020,1019,1015,16,16,16,37,25,0,
05-01-2017,-9,-12,-15,61,54,34,1022,1020,1018,16,16,14,32,19,T,Snow
06-01-2017,-12,-14,-17,63,53,32,1033,1028,1022,16,16,16,26,15,0,
07-01-2017,-7,-12,-17,64,51,24,1040,1036,1033,16,16,16,35,17,0,
08-01-2017,-7,-11,-16,61,47,21,1043,1039,1031,16,16,16,29,16,0,
09-01-2017,2,-3,-7,81,63,43,1030,1024,1015,16,14,2,34,19,T,Snow
10-01-2017,11,4,-3,86,73,50,1015,1003,990,16,13,4,64,38,6.1,Rain
11-01-2017,7,2,-3,96,82,62,1017,1009,1004,16,9,0,35,18,10.16,"Fog , Rain , Thunderstorm"
12-01-2017,-1,-3,-6,89,77,38,1035,1020,1010,16,10,2,34,20,2.03,"Rain , Snow"
13-01-2017,-2,-4,-8,75,63,40,1044,1041,1035,16,16,14,34,15,0,
14-01-2017,2,-1,-4,71,61,41,1037,1033,1032,16,16,16,16,8,0,
15-01-2017,2,-2,-6,78,67,36,1033,1030,1027,16,15,11,11,5,0,
16-01-2017,4,2,1,100,90,63,1027,1020,1011,16,5,0,19,10,13.46,"Fog , Rain"
17-01-2017,4,3,1,100,98,90,1017,1011,1007,16,6,0,26,16,10.92,"Fog , Rain , Thunderstorm"
18-01-2017,2,1,0,100,91,75,1022,1020,1018,16,9,2,29,16,T,
19-01-2017,6,3,0,100,91,72,1019,1013,1006,10,5,2,23,11,17.53,Rain
20-01-2017,8,6,3,100,96,85,1005,1004,1003,5,3,2,32,10,4.57,Rain
21-01-2017,16,10,4,100,84,50,1003,1001,998,16,9,0,32,13,T,Fog
22-01-2017,8,6,4,100,86,65,1006,1003,1002,16,8,0,27,11,T,Fog
23-01-2017,6,5,4,86,77,61,1010,1008,1006,16,15,10,35,17,0,
24-01-2017,4,3,2,79,77,67,1013,1011,1008,16,14,10,29,12,T,Rain
25-01-2017,7,4,2,89,83,72,1008,1000,997,16,9,3,37,20,1.27,"Rain , Snow"
26-01-2017,2,1,0,89,75,59,1014,1010,1002,16,13,2,34,20,T,Snow
27-01-2017,0,-2,-4,75,67,48,1014,1013,1010,16,16,11,34,23,T,Snow
28-01-2017,-1,-2,-3,75,69,51,1011,1009,1007,16,15,11,29,20,T,Snow
29-01-2017,-2,-3,-5,69,56,39,1015,1012,1009,16,16,11,32,18,T,Snow
30-01-2017,4,-2,-8,73,54,37,1018,1011,998,16,16,16,29,18,T,
31-01-2017,6,4,2,79,67,43,1014,1008,1000,16,15,10,48,25,0.25,Rain
01-02-2017,4,-1,-5,79,62,38,1026,1019,1014,16,16,14,35,19,T,
02-02-2017,-4,-7,-9,59,48,26,1031,1030,1027,16,16,16,34,20,0,
03-02-2017,-2,-6,-9,64,43,16,1034,1032,1030,16,16,16,29,17,0,
04-02-2017,1,-4,-9,65,44,24,1033,1024,1014,16,16,16,37,21,0,
05-02-2017,5,2,-2,72,54,35,1021,1017,1012,16,16,16,27,15,0,
06-02-2017,13,5,-3,96,79,56,1019,1011,1004,16,9,0,26,12,T,"Fog , Rain"
07-02-2017,12,7,1,97,90,73,1007,998,992,16,5,0,39,19,13.97,"Fog , Rain , Thunderstorm"
08-02-2017,1,-3,-7,72,64,51,1021,1014,1007,16,14,2,35,19,T,Snow
09-02-2017,-4,-7,-10,62,45,22,1029,1027,1021,16,16,16,35,22,T,
10-02-2017,7,-1,-8,76,59,37,1027,1014,1007,16,16,16,47,22,0,
11-02-2017,11,7,3,79,67,47,1014,1012,1008,16,16,14,35,13,0,
12-02-2017,9,5,0,79,54,17,1028,1021,1014,16,16,16,58,26,0,
13-02-2017,7,2,-3,72,51,21,1029,1024,1014,16,16,16,29,16,0,
14-02-2017,11,6,1,70,52,27,1013,1010,1007,16,16,16,37,23,0,
15-02-2017,2,0,-2,50,40,24,1015,1013,1010,16,16,16,34,18,0,
16-02-2017,6,3,-1,59,41,22,1016,1012,1006,16,16,16,24,13,0,
17-02-2017,19,10,0,73,50,23,1007,1005,1004,16,16,16,32,14,0,
18-02-2017,21,14,7,63,45,14,1011,1007,1004,16,16,16,24,10,0,
19-02-2017,19,12,3,81,53,17,1020,1017,1011,16,16,10,16,6,0,
20-02-2017,21,14,8,83,60,32,1021,1017,1013,16,13,5,34,17,0,
21-02-2017,18,15,12,90,76,55,1014,1013,1011,16,14,5,26,11,3.3,Rain
22-02-2017,19,16,11,100,83,59,1010,1007,1003,16,8,0,35,19,0,Fog
23-02-2017,15,9,3,89,78,53,1010,1008,1004,16,14,4,40,20,4.06,Rain
24-02-2017,7,4,1,93,87,72,1004,1000,997,16,8,2,32,15,1.78,"Rain , Snow , Thunderstorm"
25-02-2017,1,-2,-5,79,61,37,1019,1011,1002,16,15,6,39,24,T,Snow
26-02-2017,9,3,-4,72,49,31,1020,1017,1015,16,16,16,45,22,0,
27-02-2017,12,7,1,73,57,29,1023,1020,1017,16,16,16,24,12,0,
28-02-2017,15,12,8,94,84,73,1015,1005,998,16,11,1,39,21,37.85,"Rain , Thunderstorm"
01-03-2017,12,6,0,93,82,59,1019,1004,996,16,11,1,45,21,1.78,"Rain , Snow"
02-03-2017,2,0,-3,72,56,41,1030,1025,1020,16,16,16,35,16,T,Snow
03-03-2017,1,-3,-6,52,38,18,1038,1036,1031,16,16,16,39,15,0,
04-03-2017,6,2,-2,82,67,40,1036,1033,1029,16,14,4,37,21,T,Snow
05-03-2017,16,8,1,77,59,32,1029,1022,1018,16,16,14,40,24,T,
06-03-2017,18,14,11,87,75,60,1018,1011,1002,16,16,8,53,30,T,Rain
07-03-2017,18,12,7,84,56,20,1015,1009,1001,16,15,2,60,30,7.87,"Rain , Thunderstorm"
08-03-2017,11,8,4,47,31,11,1022,1017,1014,16,16,16,69,36,0,
09-03-2017,5,3,1,62,48,27,1023,1022,1021,16,16,16,27,13,0,
10-03-2017,3,-1,-5,41,27,10,1032,1030,1023,16,16,16,35,24,0,
11-03-2017,-1,-4,-8,41,30,14,1035,1034,1032,16,16,16,29,13,0,
12-03-2017,2,-2,-7,85,41,10,1034,1030,1026,16,14,5,29,11,T,Snow
13-03-2017,2,-2,-3,85,78,66,1026,1024,1022,16,6,1,34,19,0.25,Snow
